brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ssd,hdd,os,os_bit,graphic_card_gb,Price,Number of Ratings,Number of Reviews
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,63990,3,0
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,69490,0,0
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,89390,0,0
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,74990,0,0
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,64990,48,12
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,66490,282,36
DELL,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,89702,0,0
Lenovo,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,2 GB,70990,67,4
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,58990,0,0
Lenovo,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,57500,0,0
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,2 GB,79990,23,2
MSI,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,56541,677,87
ASUS,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,59990,3,0
Lenovo,Intel,Core i5,11th,16 GB,512 GB,0 GB,Windows,64-bit,0 GB,64990,46,4
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,61290,4,1
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,54990,9,1
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,59990,26,4
ASUS,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,32-bit,6 GB,84990,5,0
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,72500,40,3
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,4 GB,59990,44,6
Lenovo,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,87990,28,6
HP,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,57990,1541,123
DELL,Intel,Core i5,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,69490,72,7
